candidateKey,inventoryOrdinal,sourceKind,ownerId,skillKey,passiveName,pageId,wikiItemId,wikiEffectSlots,legacyClassification,resolvedBucket,sourceRef
item_passive|2523|item_passive|奥术瞄准,175,item_passive,2523,item_passive,奥术瞄准,,2523,pass2,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_2523_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3004|item_passive|敬畏,176,item_passive,3004,item_passive,敬畏,,3004,pass,needs_manual_baseline,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3004_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3004|item_passive|法力流,177,item_passive,3004,item_passive,法力流,,3004,pass2+pass3,needs_manual_baseline,blocked,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3004_slots_pass2+pass3@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3026|item_passive|重生,178,item_passive,3026,item_passive,重生,,3026,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3026_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3031|item_passive|无被动或仅主动/属性,179,item_passive,3031,item_passive,无被动或仅主动/属性,,3031,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3031_slots_@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3032|item_passive|熟能生巧,180,item_passive,3032,item_passive,熟能生巧,,3032,pass,needs_manual_baseline,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3032_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3032|item_passive|疾风骤雨,181,item_passive,3032,item_passive,疾风骤雨,,3032,pass2,out_of_scope_for_single_target_dps,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3032_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3033|item_passive|重伤,182,item_passive,3033,item_passive,重伤,,3033,pass,needs_manual_baseline,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3033_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3036|item_passive|巨人杀手,183,item_passive,3036,item_passive,巨人杀手,,3036,pass,needs_runtime_extension,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3036_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3046|item_passive|幽影华尔兹,184,item_passive,3046,item_passive,幽影华尔兹,,3046,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3046_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3071|item_passive|切割,185,item_passive,3071,item_passive,切割,,3071,pass,needs_runtime_extension,partial,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3071_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3071|item_passive|热烈,186,item_passive,3071,item_passive,热烈,,3071,pass2,needs_manual_baseline,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3071_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3072|item_passive|灵液护盾,187,item_passive,3072,item_passive,灵液护盾,,3072,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3072_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3073|item_passive|海克斯充能,188,item_passive,3073,item_passive,海克斯充能,,3073,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3073_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3073|item_passive|过载,189,item_passive,3073,item_passive,过载,,3073,pass2,needs_manual_baseline,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3073_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3074|item_passive|顺劈,190,item_passive,3074,item_passive,顺劈,,3074,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3074_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3078|item_passive|咒刃,191,item_passive,3078,item_passive,咒刃,,3078,pass,needs_runtime_extension,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3078_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3078|item_passive|加快,192,item_passive,3078,item_passive,加快,,3078,pass2,needs_manual_baseline,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3078_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3085|item_passive|风怒,193,item_passive,3085,item_passive,风怒,,3085,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3085_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3087|item_passive|电火花,194,item_passive,3087,item_passive,电火花,,3087,pass3,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3087_slots_pass3@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3087|item_passive|电疗,195,item_passive,3087,item_passive,电疗,,3087,pass2,needs_runtime_extension,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3087_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3091|item_passive|喧争,196,item_passive,3091,item_passive,喧争,,3091,pass,needs_manual_baseline,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3091_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3094|item_passive|神射手,197,item_passive,3094,item_passive,神射手,,3094,pass2,needs_runtime_extension,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3094_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3097|item_passive|盈能,198,item_passive,3097,item_passive,盈能,,3097,pass,needs_runtime_extension,blocked,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3097_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3097|item_passive|弩箭,199,item_passive,3097,item_passive,弩箭,,3097,pass2,needs_runtime_extension,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3097_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3100|item_passive|咒刃,200,item_passive,3100,item_passive,咒刃,,3100,pass,needs_runtime_extension,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3100_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3115|item_passive|艾卡西亚之咬,201,item_passive,3115,item_passive,艾卡西亚之咬,,3115,pass,needs_manual_baseline,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3115_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3124|item_passive|怨怒,202,item_passive,3124,item_passive,怨怒,,3124,pass,already_covered,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3124_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3124|item_passive|沸腾打击,203,item_passive,3124,item_passive,沸腾打击,,3124,pass2,needs_runtime_extension,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3124_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3139|item_passive|无被动或仅主动/属性,204,item_passive,3139,item_passive,无被动或仅主动/属性,,3139,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3139_slots_@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3142|item_passive|鬼影萦绕,205,item_passive,3142,item_passive,鬼影萦绕,,3142,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3142_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3146|item_passive|无被动或仅主动/属性,206,item_passive,3146,item_passive,无被动或仅主动/属性,,3146,,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3146_slots_@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3153|item_passive|雾之锋,207,item_passive,3153,item_passive,雾之锋,,3153,pass,already_covered,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3153_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3153|item_passive|抓挠之影,208,item_passive,3153,item_passive,抓挠之影,,3153,pass2,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3153_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3156|item_passive|救主灵刃,209,item_passive,3156,item_passive,救主灵刃,,3156,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3156_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3161|item_passive|龙之力量,210,item_passive,3161,item_passive,龙之力量,,3161,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3161_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3161|item_passive|专注意志,211,item_passive,3161,item_passive,专注意志,,3161,pass2,already_covered,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3161_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3179|item_passive|夜行者,212,item_passive,3179,item_passive,夜行者,,3179,pass3,already_covered,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3179_slots_pass3@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3179|item_passive|封锁,213,item_passive,3179,item_passive,封锁,,3179,pass+pass2,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3179_slots_pass+pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3181|item_passive|船长,214,item_passive,3181,item_passive,船长,,3181,pass,out_of_scope_for_single_target_dps,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3181_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3181|item_passive|登舰小组,215,item_passive,3181,item_passive,登舰小组,,3181,pass2,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3181_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3302|item_passive|晦影,216,item_passive,3302,item_passive,晦影,,3302,pass,ready_to_encode,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3302_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3302|item_passive|交相,217,item_passive,3302,item_passive,交相,,3302,pass2,needs_manual_baseline,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3302_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3508|item_passive|咒刃,218,item_passive,3508,item_passive,咒刃,,3508,pass,needs_runtime_extension,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3508_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3748|item_passive|顺劈|数据参考/item.json#data.3748|71fa0f0c,219,item_passive,3748,item_passive,顺劈,,3748,pass,out_of_scope_for_single_target_dps,partial,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3748_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3748|item_passive|顺劈|数据参考/item.json#data.3748|020f8b5a,220,item_passive,3748,item_passive,顺劈,,3748,pass,out_of_scope_for_single_target_dps,partial,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3748_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|3814|item_passive|废除,221,item_passive,3814,item_passive,废除,,3814,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_3814_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6333|item_passive|无视痛苦|数据参考/item.json#data.6333|668e55b0,222,item_passive,6333,item_passive,无视痛苦,,6333,pass,needs_manual_baseline,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6333_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6333|item_passive|蔑视,223,item_passive,6333,item_passive,蔑视,,6333,pass2,needs_manual_baseline,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6333_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6333|item_passive|无视痛苦|数据参考/item.json#data.6333|52e96cc8,224,item_passive,6333,item_passive,无视痛苦,,6333,pass2,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6333_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6609|item_passive|劈削,225,item_passive,6609,item_passive,劈削,,6609,pass,needs_manual_baseline,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6609_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6610|item_passive|光盾打击,226,item_passive,6610,item_passive,光盾打击,,6610,pass,out_of_scope_for_single_target_dps,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6610_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6631|item_passive|顺劈,227,item_passive,6631,item_passive,顺劈,,6631,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6631_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6672|item_passive|放倒它,228,item_passive,6672,item_passive,放倒它,,6672,pass,already_covered,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6672_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6673|item_passive|救主灵刃,229,item_passive,6673,item_passive,救主灵刃,,6673,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6673_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6675|item_passive|超凡入圣,230,item_passive,6675,item_passive,超凡入圣,,6675,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6675_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6676|item_passive|死,231,item_passive,6676,item_passive,死,,6676,pass,needs_runtime_extension,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6676_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6676|item_passive|税,232,item_passive,6676,item_passive,税,,6676,pass2,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6676_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6692|item_passive|永升之月,233,item_passive,6692,item_passive,永升之月,,6692,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6692_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6694|item_passive|严寒,234,item_passive,6694,item_passive,严寒,,6694,pass,needs_runtime_extension,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6694_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6695|item_passive|掠盾者|数据参考/item.json#data.6695|2892fed0,235,item_passive,6695,item_passive,掠盾者,,6695,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6695_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6695|item_passive|掠盾者|数据参考/item.json#data.6695|7bcc8c31,236,item_passive,6695,item_passive,掠盾者,,6695,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6695_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6696|item_passive|涌动,237,item_passive,6696,item_passive,涌动,,6696,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6696_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6697|item_passive|盛名,238,item_passive,6697,item_passive,盛名,,6697,pass,needs_manual_baseline,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6697_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6698|item_passive|顺劈,239,item_passive,6698,item_passive,顺劈,,6698,pass,out_of_scope_for_single_target_dps,out_of_scope,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6698_slots_pass@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6699|item_passive|通电,240,item_passive,6699,item_passive,通电,,6699,pass2,needs_runtime_extension,blocked,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6699_slots_pass2@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
item_passive|6699|item_passive|苍穹,241,item_passive,6699,item_passive,苍穹,,6699,pass3,needs_runtime_extension,migrated,数据参考/lol-wiki-current-items/current-items.normalized.json#item_6699_slots_pass3@revid4030984 sha256:e7818effb888c6d2474496ee20378ecb57e335ccf9ace16630fda7d0daceac2d
