itemId,name,goldCost,purchasableMap11,adcCompleted,statKeys,skillRefs,dpsOperations,mechanismTags,coverageStatus,nextAction,evidenceRefs,textPreview
3876,摩天雪橇,400,true,false,hp,,,active;slow_or_cc;charge;dot_or_duration,future_full_item_passive_review,future_tooltip_review,,200生命值 75%基础生命回复 75%基础法力回复 9金币/10秒 雪橇出击 减速或定身一名处在友军附近的敌方英雄时，会为你和附近的一名友军回复生命值并提供在2.5秒里持续衰减的20%移动速度。 主动 (4层充能) 放置一个隐形的侦察守卫来提供视野。
3877,血鸣,400,true,false,hp,,,on_hit;damage_modifier;active;spellblade;charge;dot_or_duration,future_full_item_passive_review,future_tooltip_review,,200生命值 75%基础生命回复 75%基础法力回复 9金币/10秒 咒刃 施放技能后，你的下一次普通攻击会造成额外物理伤害攻击特效。如果目标是英雄，则使其承受的伤害提升，持续4秒。主动 (4层充能) 放置一个隐形的侦察守卫来提供视野。
3916,湮灭宝珠,800,true,false,ap,,,dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,提升魔法伤害 25法术强度 重伤 对敌方英雄造成魔法伤害时会施加持续3秒的40%重伤效果。
4003,救生索,1600,false,false,ad,,,active,special_or_non_map11,defer,,标记地面，然后在一段时间后让你返回该位置。 25攻击力 5穿甲 4%移动速度 主动 - 灵魂之锚 (0秒) 标记你的当前位置。在4秒后，回到被标记的位置。 你可以在灵魂之锚期间的任一时间点进行重新施放以提前回到你标记的位置。
4004,幽魂弯刀,2800,false,false,ad,,,active,special_or_non_map11,defer,,标记地面，然后在一段时间后让你返回该位置。 50攻击力 15穿甲 4%移动速度 主动 - 灵魂之锚 (0秒) 标记你的当前位置。在4秒后，回到被标记的位置。 你可以在灵魂之锚期间的任一时间点进行重新施放以提前回到你标记的位置。
4005,帝国指令,2250,true,false,ability_haste;ap,,,current_hp;slow_or_cc,future_full_item_passive_review,future_tooltip_review,,将伤害延后。 60法术强度 20技能急速 125%基础法力回复 协同开火 每个目标(0秒) 减速或定身一名英雄时会将其标记5秒。友方英雄的伤害会引爆标记，造成相当于10%当前生命值的魔法伤害。
4010,放血者的诅咒,2500,false,false,ability_haste;ap;armor;magic_resist,,,shield_or_heal;penetration_or_shred;dot_or_duration,special_or_non_map11,defer,,在用一个技能伤害到一名敌方英雄后提供法术护盾 60法术强度 350生命值 15技能急速 恶劣衰朽 用技能或被动对英雄造成魔法伤害时，会对其造成持续6秒的7.5%魔法抗性削减，至多可叠至30%。
4011,花晓之剑,2500,false,false,ability_haste;ap;hp,,,on_hit;shield_or_heal,special_or_non_map11,defer,,45法术强度 200生命值 12%治疗和护盾强度 15技能急速 欢腾 你每拥有1%治疗和护盾强度，就会获得+1.2%攻击速度。 薄荷 攻击特效，治疗你附近生命值最低的那个友方英雄0生命值，优先治疗更低生命值的友军。
4012,食罪者,3000,false,false,armor;hp;magic_resist,,,slow_or_cc,special_or_non_map11,defer,,300生命值 45护甲 45魔法抗性 30%韧性 盛宴：每当一个附近的友方英雄受到一个定身类控制效果的影响时，你会转而晕眩，时长相当于该控制效果的时长(20(0秒))。
4013,闪电穗带,3000,false,false,ap;armor;magic_resist,,,,special_or_non_map11,defer,,70法术强度 30护甲 30魔法抗性 30%韧性 连锁闪电：你造成的技能伤害降低20%。受到过你的技能伤害的那些敌人，每过1秒就会将你对其造成的66.6%技能伤害连锁给一名附近的敌人，优先选择英雄。
4014,冰霜之锤,3000,false,false,attack_speed;hp,,,on_hit;dot_or_duration,special_or_non_map11,defer,,60%攻击速度 600生命值 渐蚀冰霜： 攻击特效，施加一层持续1.5秒且可叠加的{{ Item_Melee_Ranged_Split }}移速减缓效果。这个效果至多可叠加至35%。 {{ Item_Melee_Ranged_Rules }}
4015,困惑,2500,false,false,ap;ms_pct,,,damage_modifier;penetration_or_shred,special_or_non_map11,defer,,60法术强度 5%移动速度 22%护甲穿透 30%法术穿透 巨人杀手 对最大生命值高于你的敌方英雄至多造成15%额外伤害。 当最大生命值差异大于2500时，即可达到最大伤害值提升。
4016,无言承诺,2500,false,false,ability_haste;ap,,,active;shield_or_heal,special_or_non_map11,defer,,50法术强度 25%治疗和护盾强度 25技能急速 承诺 获得被你承诺的友军的20% 法术强度，并为被你承诺的友军提供你的20% 技能急速。 主动 (0秒) 承诺 对一名友军做出承诺。
4017,恶火小斧,2500,false,false,ad,,,current_hp;damage_modifier;dot_or_duration,special_or_non_map11,defer,,35攻击力 12穿甲 烧焦每个目标(0秒) 你的下一个技能在命中时，会灼烧敌人，在4秒里持续造成共0到0当前生命值的物理伤害，基于目标超过你的最大生命值而提升。 额外伤害的最大值会在3000生命值差异时达到
4401,自然之力,2800,true,false,hp;magic_resist;ms_pct,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,移动速度，魔法抗性，以及最大生命回复 400生命值 55魔法抗性 4%移动速度 坚定 受到8次来自英雄的魔法伤害后，获得70魔法抗性和6%额外移动速度。
4402,激发之匣,2950,false,false,ability_haste;ad;hp;mana,,,missing_hp;active;shield_or_heal;dot_or_duration,special_or_non_map11,defer,,施放技能以治疗 30攻击力 400生命值 300法力 10技能急速 永恒：承受来自英雄的伤害时，你会回复相当于15%折前伤害值的法力值；花费法力时，你会回复相当于25%法力消耗的生命值，每次施法每秒最多治疗20生命值。激发：在使用一次技能后，在3秒里持续回复共3%已损失生命值和3%已损失法力值。 “挫败那些诺克萨斯人” - 神庙守卫鲍迪尔
4403,金铲铲,7187,false,false,ability_haste;ad;ap;armor;attack_speed;crit_chance;hp;life_steal;magic_resist;mana;ms_pct,,,crit,special_or_non_map11,defer,,它什么都做得到！ 70攻击力 120法术强度 50%攻击速度 30%暴击几率 250生命值 30护甲 30魔法抗性 250法力 20技能急速 10%移动速度 10%生命偷取 100%基础生命回复 100%基础法力回复 正在搞事：你正处在永久的火力全开中！ “它必须做点儿什么……” “错了，它什么都做得到！”
4628,视界专注,2700,true,false,ability_haste;ap,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,定身一名英雄时会引发闪电袭击该英雄 75法术强度 25技能急速 高能射击 在对600码或更远的英雄造成技能伤害时，将其显形6秒。 专注 在高能射击触发时，显形目标1400码内的所有其它敌方英雄3秒。
4629,星界驱驰,3000,true,false,ability_haste;ap;hp;ms_pct,,,dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,巨幅冷却缩减 70法术强度 350生命值 25技能急速 4%移动速度 咒舞 对英雄造成魔法伤害或真实伤害时会提供移动速度，持续4秒。
4630,枯萎珠宝,1100,true,false,ap,,,penetration_or_shred,map11_stats_present_non_adc_pool,defer_until_pool_selected,,25法术强度 13%法术穿透
4632,翠绿屏障,1600,true,false,ap;magic_resist,,,shield_or_heal,map11_stats_present_non_adc_pool,defer_until_pool_selected,,40法术强度 25魔法抗性 废除 提供一层法术护盾来格挡下一个敌方技能。
4633,裂隙制造者,3100,true,false,ability_haste;ap;hp,,,damage_modifier,future_full_item_passive_review,future_tooltip_review,,70法术强度 350生命值 15技能急速 虚空腐蚀 在与敌方英雄作战时，每过1秒，就会造成2%额外伤害，至多至8%。在最大强度时，获得全能吸血。 虚空灌注 获得相当于你2%额外生命值的法术强度。
4635,榨血睥睨,1265,false,false,ap;hp,,,,special_or_non_map11,defer,,20法术强度 250生命值 5%全能吸血
4636,暗夜收割者,2765,false,false,ability_haste;ap;hp,,,damage_modifier;dot_or_duration,special_or_non_map11,defer,,90法术强度 300生命值 25技能急速 灵魂撕裂：用攻击或技能对一名英雄造成伤害时会造成额外的0魔法伤害并为你提供25%移动速度，持续1.5秒(对每个英雄有30(0秒))。 神话被动：你每装备一件传说装备，就会获得 5技能急速。 对一名未受影响的英雄造成伤害时会延长移动速度加成的持续时间。
4637,恶魔之拥,3000,false,false,ap;hp,,,damage_modifier;dot_or_duration,special_or_non_map11,defer,,75法术强度 350生命值 亚扎卡纳的凝视：对一名敌人造成技能伤害时会使其每秒受到相当于其{{ Item_Melee_Ranged_Split }}最大生命值的魔法伤害，持续4秒。黑暗契约：提供相当于你2%额外生命值的法术强度。 亚扎卡纳的凝视至多对野怪造成40伤害。
4638,戒备眼石,1100,false,false,ability_haste;armor;hp;magic_resist,,,,special_or_non_map11,defer,,150生命值 10技能急速 10护甲 15魔法抗性 奥术窖藏 这件装备至多可储存3个已购买的控制守卫。
4641,萌动眼石,350,false,false,hp,,,,special_or_non_map11,defer,,80生命值 25%基础法力回复 奥术窖藏：这件装备至多可储存2个已购买的控制守卫。
4642,班德尔玻璃镜,900,true,false,ability_haste;ap,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,20法术强度 100%基础法力回复 10技能急速
4643,警觉眼石,2300,false,false,ability_haste;armor;hp;magic_resist,,,,special_or_non_map11,defer,,250生命值 20技能急速 25护甲 30魔法抗性 奥术窖藏 这件装备至多可储存3个已购买的控制守卫。 注视： 使你的侦察守卫和控制守卫的放置上限提升1。
4644,破碎王后之冕,2865,false,false,ability_haste;ap;hp;mana,,,,special_or_non_map11,defer,,85法术强度 250生命值 600法力 20技能急速 护卫：你已被护卫，可使即将到来的英雄伤害降低40%。护卫在受到英雄伤害后会存留2.5秒(40(0秒))。 神话被动：你每装备一件传说装备，就会获得 1%移动速度和8法术强度。 在受到来自英雄的伤害时，装备的冷却时间会重置。
4645,影焰,3200,true,false,ap,,,crit;execute_or_threshold;penetration_or_shred,future_full_item_passive_review,future_tooltip_review,,110法术强度 15法术穿透 余烬绽放 魔法伤害和真实伤害会暴击低于40%生命值的敌人，造成20%提升伤害。
4646,风暴狂涌,2800,true,false,ap;ms_pct,,,penetration_or_shred,map11_stats_present_non_adc_pool,defer_until_pool_selected,,90法术强度 15法术穿透 6%移动速度 风暴掠袭 在2.5秒内对一个英雄造成相当于其25%最大生命值的伤害时，对其施加风啸。 风啸 在2秒后，造成魔法伤害。如果目标在风啸触发前阵亡，那么它会对附近的敌人们造成伤害。
6029,铁刺鞭,1100,false,false,ad,,,active,special_or_non_map11,defer,,30攻击力 主动 - 新月：对附近敌人造成伤害。
6035,密银黎明,3000,false,false,ad;hp;magic_resist,,,active;slow_or_cc,special_or_non_map11,defer,,40攻击力 300生命值 40魔法抗性 主动 - 水银：移除你英雄身上的所有控制类减益效果并提供韧性和减速抗性。
6333,死亡之舞,3300,true,true,ability_haste;ad;armor,,,dot_or_duration,adc_pool_stats_only,no_user_data_needed_now,BatchC_stats,60攻击力 50护甲 15技能急速 无视痛苦 所受的一部分伤害会以流血形式在3秒里持续扣除。 蔑视 如果一名在过去3秒内曾被你造成过伤害的英雄阵亡，会净化无视痛苦的剩余伤害，并在2秒里持续为你回复生命值。
6609,炼金朋克链锯剑,3000,true,true,ability_haste;ad;hp,,,dot_or_duration,adc_pool_stats_only,no_user_data_needed_now,BatchC_stats,45攻击力 450生命值 15技能急速 劈削 对敌方英雄造成物理伤害时会施加40%重伤效果，持续3秒。
6610,焚天,3100,true,true,ability_haste;ad;hp,item_6610_sundered_sky_crit_dps_v2,item_6610_sundered_sky_crit_dps_v2:attacker:crit_context_modifier,on_hit;crit,live_dps_passive_present,keep_regression,BatchC_stats;BatchT_crit_context,45攻击力 400生命值 10技能急速 光盾打击 你对一个英雄打出的第一次攻击会暴击并回复生命值。
6616,流水法杖,2250,true,false,ability_haste;ap,,,shield_or_heal;dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,你的治疗和护盾会缩短控制效果并提供移动速度 35法术强度 10%治疗和护盾强度 125%基础法力回复 15技能急速 湍流 当你为一名友军提供治疗或护盾效果时，你和你的目标都会获得持续6秒的45法术强度。
6617,月石再生器,2200,true,false,ability_haste;ap;hp,,,shield_or_heal,map11_stats_present_non_adc_pool,defer_until_pool_selected,,你的治疗和护盾的冷却时间更快并且对低生命值英雄造成更多效果 25法术强度 200生命值 20技能急速 125%基础法力回复 星光恩典 对一名友军的治疗或护盾会连锁至另一名友方英雄(你自己除外)，提供相当于 30%原治疗值的治疗效果或 35%原护盾值的护盾效果。
6620,海力亚的回响,2200,true,false,ability_haste;ap;hp,,,shield_or_heal;slow_or_cc;charge,future_full_item_passive_review,future_tooltip_review,,对低生命值的敌人们造成伤害时会触发一次爆炸，造成伤害并减速附近的敌人 35法术强度 200生命值 20技能急速 125%基础法力回复 灵魂吸取 获得【灵魂充能】，数额相当于对英雄的35%折前伤害值。为一位友军提供治疗或护盾时，会消耗所有灵魂充能来回复生命值。
6621,黎明核心,2500,true,false,ap,,,shield_or_heal,map11_stats_present_non_adc_pool,defer_until_pool_selected,,45法术强度 16%治疗和护盾强度 100%基础法力回复 最初之光 每100%基础法力回复获得2%治疗和护盾强度和10法术强度。
6630,渴血战斧,3200,false,false,ability_haste;ad;hp,,,active,special_or_non_map11,defer,,55攻击力 400生命值 20技能急速 8%全能吸血 神话被动：你每装备一件传说装备，就会获得 75生命值和 3技能急速。 主动 - 饥渴斩击：对附近的敌人们造成伤害。每命中一个敌方英雄就会回复生命值。
6631,挺进破坏者,3300,true,true,ad;attack_speed;hp,,,on_hit;slow_or_cc;dot_or_duration,adc_pool_passive_gap,record_tooltip_and_encode_passive,BatchC_stats,40攻击力 25%攻击速度 450生命值 顺劈 攻击会对附近的敌人们造成物理伤害。 破阵冲击波 对附近的敌人们造成物理伤害和35%减速。 每命中一个英雄就会获得持续衰减的35%移动速度，持续3秒。
6632,神圣分离者,3450,false,false,ability_haste;ad;hp,,,on_hit;damage_modifier;active;shield_or_heal;penetration_or_shred;spellblade,special_or_non_map11,defer,,40攻击力 300生命值 20技能急速 咒刃：施放技能后，你的下一次普通攻击会因强化而附带额外的0 + {{ Item_Melee_Ranged_Split_B }}目标最大生命值的物理伤害{{ Item_Cooldown }}。如果目标是一名英雄，还会治疗自身相当于55%折前伤害值的生命值。 {{ Item_Mythic_Passive }}3%护甲穿透和3%法术穿透。 咒刃对单位的最小伤害为0，对野怪的最大伤害为0。{{ Item_
6653,兰德里的折磨,3000,true,false,ap;hp,,,damage_modifier;charge;dot_or_duration,future_full_item_passive_review,future_tooltip_review,,在战斗中充能以造成高额持续伤害，尤其是在对抗耐久型敌人时 60法术强度 300生命值 折磨 伤害型技能会灼烧敌人，每秒造成2%最大生命值的魔法伤害，持续3秒。 受苦 在与敌方英雄作战时，每过1秒，就会造成2%额外伤害，至多至6%。
6655,卢登的配枪,2750,true,false,ability_haste;ap;mana,,,damage_modifier,future_full_item_passive_review,future_tooltip_review,,高额爆发伤害，擅长对抗脆皮型敌人 100法术强度 600法力 10技能急速 回声 伤害型技能会发射6道回声，对目标和附近的敌人造成额外魔法伤害。剩余回声会对主要目标发射，造成20%伤害。
6656,永霜,2865,false,false,ability_haste;ap;hp;mana,,,active;slow_or_cc,special_or_non_map11,defer,,70法术强度 250生命值 600法力 20技能急速 神话被动：你每装备一件传说装备，就会获得10法术强度。 主动 - 冰川覆盖：在一个锥形范围内造成伤害，并使其中的敌人减速。锥形范围中心的敌人会被禁锢而非被减速。
6657,时光之杖,2600,true,false,ap;hp;mana,,,active;shield_or_heal,map11_stats_present_non_adc_pool,defer_until_pool_selected,,45法术强度 350生命值 500法力 时无限 这件装备每60秒获得10生命值、30法力值和3法术强度，至多至10层。在达到最大层数时，还会使英雄等级提升1级。 永恒 承受来自英雄的伤害时，回复相当于10%伤害值的法力值。 施放一个技能时，为自身治疗相当于25%法力消耗的生命值。
6660,斑比的熔渣,900,true,false,ability_haste;hp,,,dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,150生命值 5技能急速 献祭 承受或造成伤害后，对附近敌人造成魔法伤害，持续3秒。
6662,冰脉护手,2900,true,false,ability_haste;armor;hp,,,on_hit;damage_modifier;active;slow_or_cc;spellblade;dot_or_duration,future_full_item_passive_review,future_tooltip_review,,高魔法抗性。被动减速附近敌人。当附近有技能释放时，释放一道能量波来造成伤害和减速。 300生命值 50护甲 15技能急速 咒刃 在施放一个技能后，你的下一次攻击造成额外物理伤害攻击特效并生成一个持续2秒的冰冷地带，这个地带可造成减速。
6664,璀璨回响,2800,true,false,ability_haste;hp;magic_resist,,,shield_or_heal;dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,定身敌人以获得一层护盾。激活以更快跑向敌人。 400生命值 40魔法抗性 10技能急速 100%基础生命回复 献祭 承受或造成伤害后，每秒对附近敌人造成魔法伤害，持续3秒。 荒弃 击杀一个敌人时，会在其周围造成魔法伤害。
6665,千变者贾修,3200,true,false,armor;hp;magic_resist,,,dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,350生命值 45护甲 45魔法抗性 虚空生物的复原力 在与英雄战斗5秒后，使你的额外护甲和魔法抗性提升30%，持续到战斗结束为止。
6667,辉耀美德,2600,false,false,ability_haste;armor;hp;magic_resist,,,active;shield_or_heal;dot_or_duration,special_or_non_map11,defer,,350生命值 30护甲 30魔法抗性 10技能急速 指引之光：在你施放你的终极技能后，你会进入超凡入圣状态，使你的最大生命值提升12.5%，持续9秒。在超凡入圣状态下，你和你1200码内的友军们会在持续期间获得共10%最大生命值的治疗效果(90(0秒))。 神话被动：你每装备一件传说装备，就会获得 75生命值。
6670,正午箭袋,1300,true,false,ad;crit_chance,,,crit,map11_stats_present_non_adc_pool,defer_until_pool_selected,,15攻击力 20%暴击几率
6671,狂风之力,3500,false,false,ad;attack_speed;crit_chance;ms_pct,,,crit;execute_or_threshold;active,special_or_non_map11,defer,,50攻击力 15%攻击速度 20%暴击几率 7%移动速度 神话被动：你每装备一件传说装备，就会获得5攻击力。 弹体伤害在敌人生命值低于25%时达到最大值。 【暴雨】的冲刺无法穿过地形。 主动 - 暴雨：朝着目标方向冲刺，同时对你终点附近生命值最低的敌人发射3个弹体。造成物理伤害，对低生命值的目标时造成提升过的伤害。
6672,海妖杀手,3000,true,true,ad;attack_speed;ms_pct,item_6672_kraken_slayer_bring_it_down_dps_v2,item_6672_kraken_slayer_bring_it_down_dps_v2:attacker:damage,on_hit;missing_hp;damage_modifier,live_dps_passive_present,keep_regression,BatchC_stats;BatchD_game_baseline,45攻击力 40%攻击速度 4%移动速度 放倒它 每第三次攻击造成额外物理伤害攻击特效，这个伤害会基于目标的已损失生命值获得提升。
6673,不朽盾弓,3000,true,true,ad;crit_chance,,,crit;shield_or_heal;dot_or_duration,adc_pool_stats_only,no_user_data_needed_now,BatchC_stats,55攻击力 25%暴击几率 救主灵刃 在受到将使你的生命值跌到30%以下的伤害时，提供持续3秒的护盾值。
6675,纳沃利烁刃,2650,true,true,attack_speed;crit_chance;ms_pct,,,on_hit;crit,adc_pool_passive_gap,record_tooltip_and_encode_passive,BatchC_stats,40%攻击速度 25%暴击几率 4%移动速度 超凡入圣 攻击会使各基础技能的冷却时间缩短15%剩余冷却时间。
6676,收集者,3000,true,true,ad;armor_pen_flat;crit_chance,item_6676_collector_execute_dps_v2,item_6676_collector_execute_dps_v2:attacker:execute_threshold,crit;execute_or_threshold,live_dps_passive_present,keep_regression,BatchC_stats;BatchU_execute_threshold,50攻击力 10穿甲 25%暴击几率 死 你的伤害会处决低于5%生命值的英雄。 税 击杀英雄时提供25额外金币。
6677,狂怒小刀,1100,false,false,attack_speed,,,on_hit,special_or_non_map11,defer,,25%攻击速度 怨怒：攻击附带20魔法伤害攻击特效。沸腾打击：普通攻击会提供5%攻击速度，至多可叠加3次并至多提供0攻击速度。
6690,剑翎,775,true,false,ad;ms_pct,,,,map11_stats_present_non_adc_pool,defer_until_pool_selected,,15攻击力 4%移动速度
6691,德拉克萨的暮刃,2950,false,false,ability_haste;ad,,,missing_hp;damage_modifier;dot_or_duration,special_or_non_map11,defer,,60攻击力 18穿甲 15技能急速 夜行者：你的技能可基于目标的已损失生命值至多造成额外的16%伤害。如果一名在过去3秒内曾被你造成过伤害的英雄阵亡，你就会进入持续1.5秒的对非建筑单位的不可被选取状态(30(0秒))，持续到你的下一个动作为止。 神话被动：你每装备一件传说装备，就会获得 5技能急速和5移动速度。
6692,星蚀,2900,true,true,ability_haste;ad,,,shield_or_heal;dot_or_duration,adc_pool_stats_only,no_user_data_needed_now,BatchC_stats,60攻击力 15技能急速 永升之月 在2秒内用2次独立的攻击或技能命中一名英雄时，会为你提供持续2秒的护盾值。
6693,暗行者之爪,2850,false,false,ability_haste;ad,,,current_hp;dot_or_duration,special_or_non_map11,defer,,55攻击力 22穿甲 15技能急速 伺机而动的掠食者：在进入一个草丛后，你对敌方英雄打出的下一个伤害型攻击或技能会在4秒里持续造成其10%当前生命值的总伤害，并使其在此期间被显形并被缩短视野半径。(5(0秒))。
6694,赛瑞尔达的怨恨,3000,true,true,ability_haste;ad;armor_pen_percent,,,execute_or_threshold;slow_or_cc;penetration_or_shred;dot_or_duration,adc_pool_passive_gap,record_tooltip_and_encode_passive,BatchC_stats,45攻击力 35%护甲穿透 15技能急速 严寒 伤害型技能会对低于50%生命值的敌人造成持续1秒的30%减速。
6695,巨蛇之牙,2500,true,true,ad;armor_pen_flat,,,shield_or_heal;dot_or_duration,adc_pool_stats_only,no_user_data_needed_now,BatchC_stats,55攻击力 15穿甲 掠盾者 对一名敌方英雄造成伤害时，会使其获得的护盾值降低0%，持续3秒。 如果该敌方英雄尚未被掠盾者影响，会使其身上的所有护盾降低0%。
6696,公理圆弧,2750,true,true,ability_haste;ad;armor_pen_flat,,,,adc_pool_stats_only,no_user_data_needed_now,BatchC_stats,55攻击力 18穿甲 20技能急速 涌动 在你对一名敌方英雄造成伤害后，如果该英雄在3秒内阵亡，则会返还你的终极技能的一些总冷却时间。
6697,狂妄,2800,true,true,ability_haste;ad;armor_pen_flat,,,dot_or_duration,adc_pool_stats_only,no_user_data_needed_now,BatchC_stats,60攻击力 18穿甲 10技能急速 盛名 如果一名在过去3秒内曾被你造成过伤害的英雄阵亡，则获得持续90秒的15+2x已击杀英雄数的攻击力。
6698,亵渎九头蛇,2850,true,true,ability_haste;ad;armor_pen_flat,,,on_hit,adc_pool_passive_gap,record_tooltip_and_encode_passive,BatchC_stats,55攻击力 18穿甲 10技能急速 顺劈 攻击会对附近的敌人们造成物理伤害。 邪斩 对你附近的敌人们造成物理伤害。
6699,电震涡流剑,2900,true,true,ability_haste;ad;armor_pen_flat,item_6699_voltaic_cyclosword_energized_dps_v2,item_6699_voltaic_cyclosword_energized_dps_v2:attacker:damage,on_hit;damage_modifier;slow_or_cc;charge;dot_or_duration,live_dps_passive_present,keep_regression,BatchC_stats;BatchN_energized,55攻击力 18穿甲 10技能急速 激电 冲刺和潜行会使盈能的叠层加快75%。 苍穹 你的盈能攻击会造成额外物理伤害，以及持续0.75秒的减速。
6700,拉阔尔之盾,2675,false,false,ad;armor;ms_pct,,,on_hit;shield_or_heal;dot_or_duration,special_or_non_map11,defer,,50攻击力 30护甲 5%移动速度 神佑：每过8(0秒)秒，格挡将要命中你的第一次攻击。在这个护盾被打破后，你对一名英雄打出的第一次攻击会返还此效果50%当前冷却时间并提供短暂持续的 20%移动速度。
6701,禁忌时机,2700,true,false,ad;ms_pct,,,dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,55攻击力 18穿甲 伺机待发 在脱离与英雄的战斗状态8秒后获得穿甲。这个穿甲会在对英雄造成伤害后持续3秒。 险境脱身 如果一个英雄受到你伤害后3秒内阵亡，则你获得持续1.5秒的持续衰减的200移动速度。
8001,厌恨锁链,2500,false,false,ability_haste;hp,,,active;dot_or_duration,special_or_non_map11,defer,,650生命值 20技能急速 复仇令 你随时间持续获得【复仇令】层数。每层【复仇令】会为你提供针对【仇敌】的1%伤害减免。 报复 在满层时，你的【仇敌】在你附近时会降低%韧性。 主动(0秒) 起誓 选择一个仇敌。
8010,放血者的诅咒,2900,true,false,ap;hp,,,penetration_or_shred;dot_or_duration,map11_stats_present_non_adc_pool,defer_until_pool_selected,,65法术强度 400生命值 15技能急速 恶劣衰朽 用技能或被动对英雄造成魔法伤害时，会对其造成持续6秒的7.5%魔法抗性削减，至多可叠至30 %。
8020,深渊面具,2650,true,false,ability_haste;hp;magic_resist,,,damage_modifier,future_full_item_passive_review,future_tooltip_review,,350生命值 45魔法抗性 15技能急速 损毁 使附近的敌方英雄承受12%额外魔法伤害。
123430,毁坏仪式,3000,false,false,ap;crit_chance;ms_pct,,,crit;active;shield_or_heal;dot_or_duration,special_or_non_map11,defer,,55法术强度 10技能急速 25%暴击几率 4%移动速度 怒火与破坏 在施放技能时，获得持续6秒的2.5%暴击几率，至多可叠至20%。 打捞残骸 你的技能有几率(与你的暴击几率相同)给你或你的目标友军提供持续3秒的0护盾值。
124011,花晓之剑,2350,false,false,ap;hp,,,on_hit;shield_or_heal,special_or_non_map11,defer,,45法术强度 200生命值 12%治疗和护盾强度 15技能急速 欢腾 你每拥有1%治疗和护盾强度，就会获得+1.2%攻击速度。 薄荷 攻击特效，治疗你附近生命值最低的那个友方英雄0生命值，优先治疗更低生命值的友军。
126697,狂妄<br>,2950,false,false,ability_haste;ad,,,,special_or_non_map11,defer,,60攻击力 18穿甲 15技能急速 盛名 击杀英雄时获得基于英雄击杀数的临时攻击力。
221011,巨人腰带,500,false,false,hp,,,,special_or_non_map11,defer,,300生命值
221026,爆裂魔杖,500,false,false,ap,,,,special_or_non_map11,defer,,45法术强度
221031,锁子甲,500,false,false,armor,,,,special_or_non_map11,defer,,40护甲
221038,暴风之剑,1300,false,false,ad,,,,special_or_non_map11,defer,,40攻击力
221043,反曲之弓,500,false,false,attack_speed,skill_it221043_sting,,on_hit;damage_modifier,special_or_non_map11,defer,,15%攻击速度 叮刺 攻击附带15额外物理伤害 攻击特效。
221053,吸血鬼节杖,500,false,false,ad;life_steal,,,,special_or_non_map11,defer,,15攻击力 7%生命偷取
221057,负极斗篷,450,false,false,magic_resist,,,,special_or_non_map11,defer,,30魔法抗性
221058,无用大棒,500,false,false,ap,,,,special_or_non_map11,defer,,120法术强度
222022,荧尘,250,false,false,ability_haste,,,,special_or_non_map11,defer,,5技能急速
222051,守护者号角,500,false,false,hp;hp_regen,,,dot_or_duration,special_or_non_map11,defer,,300生命值 复原力 每5秒回复20生命值。 不屈不挠 格挡来自英雄的攻击和技能的12伤害(对抗持续伤害技能时的效能为25%)。
222065,舒瑞娅的战歌,2500,false,false,ability_haste;ap;ms_pct,,,,special_or_non_map11,defer,,55法术强度 15技能急速 6%移动速度 150%基础法力回复 鼓舞演讲 为附近的友军提供若干秒移动速度。
222502,无终恨意,2500,false,false,ability_haste;armor;hp,,,shield_or_heal,special_or_non_map11,defer,,350生命值 50护甲 10技能急速 苦楚 在与英雄的战斗状态下，每4秒对附近的敌方英雄们造成魔法伤害，并治疗自身相当于250%已造成伤害的生命值。
222503,黯炎火炬,2500,false,false,ability_haste;ap;mana,,,dot_or_duration,special_or_non_map11,defer,,60法术强度 600法力 20技能急速 邪焰 技能伤害会使敌人们持续灼烧。这个伤害对野怪提升。 黯炎 被你的邪焰影响的每个敌方英雄、史诗级野怪、大型野怪都会为你提供法术强度。
222504,败魔,2500,false,false,hp;magic_resist,,,shield_or_heal,special_or_non_map11,defer,,350生命值 80魔法抗性 法师之祸 如果连续15秒没有受到魔法伤害，获得魔法护盾。
222510,黄昏与黎明,2500,false,false,ap;attack_speed;hp,,,on_hit;damage_modifier;active;spellblade,special_or_non_map11,defer,,300生命值 70法术强度 20技能急速 25%攻击速度 咒刃 (0秒) 施放技能后，你的下一次攻击会造成0额外魔法伤害攻击特效并将攻击特效施加额外的一次。
